City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
352,Chiknayakanhalli,IN,13.4172,76.6228,73.63,77,94,4.47,overcast clouds
353,Nioro,GM,13.35,-15.75,76.77,71,92,8.79,overcast clouds
354,Sechura,PE,-5.5569,-80.8222,63.39,77,17,17.0,few clouds
355,Anadyr,RU,64.75,177.4833,61.3,55,0,15.66,clear sky
356,Talaya,RU,61.3833,152.75,47.28,84,100,3.04,light rain
357,Kaeo,NZ,-35.1,173.7833,66.33,77,100,4.05,light rain
358,Kilindoni,TZ,-7.9139,39.6668,77.74,75,12,11.1,light rain
359,Barreirinha,BR,-2.7933,-57.07,72.09,85,22,2.64,few clouds
360,Yantal,RU,56.8471,105.2542,70.2,72,96,2.1,overcast clouds
361,Serrinha,BR,-11.6642,-39.0075,61.97,96,2,5.5,clear sky
362,Altay,CN,47.8667,88.1167,67.06,38,86,5.97,overcast clouds
363,Kamina,CD,-8.7386,24.9906,58.28,47,81,3.53,broken clouds
364,Marsa Matruh,EG,31.3525,27.2453,68.2,88,40,6.91,scattered clouds
365,Manaure,CO,11.7751,-72.4445,82.94,73,93,17.98,overcast clouds
366,Arvin,US,35.2091,-118.8284,93.4,25,0,8.79,clear sky
367,Hofn,IS,64.2539,-15.2082,49.08,84,100,13.09,light rain
368,Altamira,BR,-3.2033,-52.2064,69.51,72,40,0.87,scattered clouds
369,Tondano,ID,1.3038,124.9112,80.69,56,17,2.35,few clouds
370,Acarau,BR,-2.8856,-40.12,76.06,84,13,10.69,few clouds
371,Nanortalik,GL,60.1432,-45.2371,37.9,86,96,5.75,overcast clouds
372,Lyubim,RU,58.3625,40.6843,50.2,90,12,4.03,few clouds
373,Muravlenko,RU,63.7898,74.523,57.7,57,0,20.51,clear sky
374,Raga,SS,8.4596,25.678,69.98,86,42,4.14,scattered clouds
375,Tucuma,BR,-0.1833,-50.05,74.84,85,8,2.04,clear sky
376,Sept-Iles,CA,50.2001,-66.3821,61.32,91,100,10.36,light intensity shower rain
377,Souillac,MU,-20.5167,57.5167,66.58,94,20,5.75,few clouds
378,Palmer,US,42.1584,-72.3287,66.43,76,100,12.66,overcast clouds
379,Donghai,CN,22.9459,115.642,84.87,70,80,12.84,very heavy rain
380,Boromo,BF,11.75,-2.9333,76.89,75,100,6.69,overcast clouds
